STUDENTID,YEAR,NEWCOURSECODE,NEWCOURSETITLE,STUDYLEVEL,COMMUTELENGTH,ACCOMMODATIONTYPE,CAMPUSPOSTCODE,AVERAGEMODULEMARK,ACTUALATTENDANCEDAYS,EXPECTEDATTENDANCEDAYS
L`U-)8:N6Z37CB:WI(UT<$,2016/17,BSELE01F,BSc Electronic Engineering FT,Level 5,6.81,Other inc. Private Halls,W1W 6XH,52,60,102
L`U-)8:N6Z37CB:WI(UT<$,2017/18,BSELE01F,BSc Electronic Engineering FT,Level 6,6.81,Other inc. Private Halls,W1W 6XH,50,40,90
L`V%SN?0TP5M'9Q)*ZWEY/,2017/18,BILAW04F,Integrated Master‰Ûªs in Law (M-Law) FT,Level 4,7.76,Other inc. Private Halls,W1B 2HW,62,66,86
L`X.F['[X]/SPQCSK[@`/$,2017/18,BSCSS02F,BSc Computer Science FT,Level 4,3.62,Commuter,W1W 6XH,50,46,91
"L+%N/*8##``W7!^DAQ4,!#",2016/17,BSPOC06F,BSc Quantity Surveying and Commercial Management FT,Level 4,6.07,UoW Halls,NW1 5LS,65,40,50
"L+%N/*8##``W7!^DAQ4,!#",2017/18,BSPOC06F,BSc Quantity Surveying and Commercial Management FT,Level 5,0,UoW Halls,NW1 5LS,58,44,51
"L+&BI""A4AXENYT4(+Y8+O(",2016/17,BAJMC05F,BA Radio and Digital Production FT,Level 5,0.4,Other inc. Private Halls,HA1 3TP,62,53,72
"L+&BI""A4AXENYT4(+Y8+O(",2017/18,BAJMC05F,BA Radio and Digital Production FT,Level 6,0.59,UoW Halls,HA1 3TP,63,28,52
"L+(!S+).X(&MQAQ<%S[6=,",2016/17,BSBMS04F,BSc Honours Biomedical Sciences (Sandwich) FT,Level 4,7.3,Commuter,W1W 6XH,55,59,90
"L+(!S+).X(&MQAQ<%S[6=,",2017/18,BSBMS04F,BSc Honours Biomedical Sciences (Sandwich) FT,Level 5,7.3,Commuter,W1W 6XH,54,52,71
"L+,TD7SD>@*>([/5<P1.3.",2016/17,BSPSY02F,BSc Psychology FT,Level 4,4.13,Commuter,W1W 6XH,54,48,71
"L+,TD7SD>@*>([/5<P1.3.",2017/18,BSPSY02F,BSc Psychology FT,Level 5,4.13,Commuter,W1W 6XH,53,0,4
L+;K^T:Q1[(M8E?Y\P0K8$,2017/18,BSCSS02F,BSc Computer Science FT,Level 4,5.21,Commuter,W1W 6XH,65,30,68
"L+?1YTF'49$\""&ZX^X>0^0",2016/17,BLLAW02F,LLB Law FT,Level 5,0.27,Other inc. Private Halls,W1B 2HW,61,76,95
"L+?1YTF'49$\""&ZX^X>0^0",2017/18,BLLAW02F,LLB Law FT,Level 6,0.48,Other inc. Private Halls,W1B 2HW,69,34,62
"L+\PL&40QGSIT2""*<X-O+%",2016/17,BAJMC05F,BA Radio and Digital Production FT,Level 4,0.59,UoW Halls,HA1 3TP,65,55,72
"L+\PL&40QGSIT2""*<X-O+%",2017/18,BAJMC05F,BA Radio and Digital Production FT,Level 5,21.32,Commuter,HA1 3TP,67,40,60
"L+_,[)&GSZT""WV9@'CF,((",2017/18,BSPSY02F,BSc Psychology FT,Level 4,14.53,Other inc. Private Halls,W1W 6XH,49,46,71
L++P9#H9(69B1]5;EU>LM+,2016/17,BSCPM02F,BSc Herbal Medicine FT,Level 5,173.35,Unknown,W1W 6XH,68,36,56
L++P9#H9(69B1]5;EU>LM+,2017/18,BSCPM02F,BSc Herbal Medicine FT,Level 6,7.21,Other inc. Private Halls,W1W 6XH,72,52,87
"L+CINN_05""P+2BWU:IQZ^#",2016/17,BABSM06F,BA Business Management FT,Level 6,8.45,Commuter,NW1 5LS,63,12,95
"L+GKJ""AS/]DNAM88C-J^:(",2017/18,BABSM06F,BA Business Management FT,Level 4,6.02,Other inc. Private Halls,NW1 5LS,29,26,74
"L+R#'L<FT>DWTK4ECYNQW""",2017/18,BAMUS01F,BA Commercial Music FT,Level 4,16.22,Other inc. Private Halls,HA1 3TP,62,17,55
"L+URY<X-\76*C!`SMNP21""",2016/17,BSPSY02F,BSc Psychology FT,Level 4,8.15,Commuter,W1W 6XH,4,22,77
"L+WBI:7:E':=)9UF[J!K_,",2017/18,BAARC01F,BA Architecture FT,Level 4,7.46,Unknown,NW1 5LS,50,53,107
L+ZM\+'\VZ9[_H+34LXY\-,2016/17,BAADS03F,BA Illustration and Visual Communication FT,Level 6,0.42,Other inc. Private Halls,HA1 3TP,41,5,60
"L<%""M(8S>O+%DR^\_I.]=)",2016/17,BAMUS01F,BA Commercial Music FT,Level 6,10.16,Other inc. Private Halls,HA1 3TP,16,1,58
L<&]-@+#:7D'!]X/P6K/7),2016/17,BAFAS02F,BA Fashion Design FT,Level 5,4.64,Other inc. Private Halls,HA1 3TP,70,0,120
L<&RYDXD>OZ7YLPE1[[6=&,2016/17,BABSM06F,BA Business Management FT,Level 5,8.07,Commuter,NW1 5LS,62,46,86
L<&RYDXD>OZ7YLPE1[[6=&,2017/18,BABSM06F,BA Business Management FT,Level 6,8.07,Commuter,NW1 5LS,61,37,74
"L<,_(6&L_BBHZ>LA(RUSF%",2016/17,BSCON03F,BSc Computer Systems Engineering FT,Level 5,6.39,Commuter,W1W 6XH,51,56,126
"L<,_(6&L_BBHZ>LA(RUSF%",2017/18,BSCON03F,BSc Computer Systems Engineering FT,Level 6,6.39,Commuter,W1W 6XH,39,40,100
"L<?""&&ELN7ET=""J7#TV;I'",2017/18,BABSM06F,BA Business Management FT,Level 4,32.96,Unknown,NW1 5LS,75,50,72
L<@:BY-$R0\9*I^URW+E$.,2016/17,BSCSS02F,BSc Computer Science FT,Level 6,11.2,Other inc. Private Halls,W1W 6XH,64,31,81
"L<+4A]`7BFAOHD%]5YE,<!",2016/17,BAPHT01F,BA Contemporary Media Practice FT,Level 5,18.92,Commuter,HA1 3TP,63,37,81
"L<+4A]`7BFAOHD%]5YE,<!",2017/18,BAPHT01F,BA Contemporary Media Practice FT,Level 6,18.92,Commuter,HA1 3TP,53,5,25
L<1:<1IK#8TU\WP[K?C'Q-,2016/17,BACRI02F,BA Sociology and Criminology FT,Level 4,7.74,Other inc. Private Halls,W1B 2HW,61,55,65
L<1:<1IK#8TU\WP[K?C'Q-,2017/18,BACRI02F,BA Sociology and Criminology FT,Level 5,7.74,Other inc. Private Halls,W1B 2HW,65,53,76
L<3()AHT>1`@:6-:X#GHR#,2016/17,BAMRK03F,BA Marketing Management FT,Level 6,6.78,Other inc. Private Halls,NW1 5LS,64,67,87
L<7F<9\P&/W77\(].*$=_.,2016/17,BLLAW02F,LLB Law FT,Level 4,12.38,Commuter,W1B 2HW,55,55,108
L<7F<9\P&/W77\(].*$=_.,2017/18,BLLAW02F,LLB Law FT,Level 5,12.38,Commuter,W1B 2HW,60,0,3
"L<8W4J/*J]Q60)1R!1@9""0",2016/17,BABSM07F,BA International Business FT,Level 5,2.77,Commuter,NW1 5LS,47,40,87
"L<8W4J/*J]Q60)1R!1@9""0",2017/18,BABSM07F,BA International Business FT,Level 6,2.77,Commuter,NW1 5LS,60,39,73
"L<IQ/T""_E'"",6>SPCZF?/'",2016/17,BSPSY02F,BSc Psychology FT,Level 6,2.72,Commuter,W1W 6XH,64,49,73
L<LYTWM$SO:B(^>2L5WN-),2016/17,BECSS01F,BEng Software Engineering FT,Level 4,9.53,Other inc. Private Halls,W1W 6XH,,52,74
L<LYTWM$SO:B(^>2L5WN-),2017/18,BSCSS02F,BSc Computer Science FT,Level 5,9.53,Other inc. Private Halls,W1W 6XH,0,9,68
L<MI+J2E<O]D0>Z.CC.\]),2016/17,BSPSY02F,BSc Psychology FT,Level 4,10,Commuter,W1W 6XH,56,46,72
L<MI+J2E<O]D0>Z.CC.\]),2017/18,BSPSY02F,BSc Psychology FT,Level 5,10,Commuter,W1W 6XH,60,48,67
"L<R""YXKA/6Z1)OO6PC<+H(",2016/17,BATFM01F,BA Film FT,Level 5,9.12,Other inc. Private Halls,HA1 3TP,65,21,95
"L<R""YXKA/6Z1)OO6PC<+H(",2017/18,BATFM01F,BA Film FT,Level 6,10.82,Other inc. Private Halls,HA1 3TP,65,5,38
L<R>B?:WV1.9/7F'Z8K?^$,2017/18,BAARC01F,BA Architecture FT,Level 4,2.78,Other inc. Private Halls,NW1 5LS,50,36,107
"L<UCY4L<UM),*U96CP7QU0",2017/18,BAFAS01F,BA Fashion Buying Management FT,Level 6,5.63,Other inc. Private Halls,HA1 3TP,56,14,44
"L=""H-U)_Q]GR;V*8O4$+B-",2016/17,BAJMC02F,BA Journalism FT,Level 5,13.49,Other inc. Private Halls,HA1 3TP,64,31,85
"L=""H-U)_Q]GR;V*8O4$+B-",2017/18,BAJMC02F,BA Journalism FT,Level 6,1.99,Other inc. Private Halls,HA1 3TP,65,10,55
"L=$(^X!?77&1T<+^F""831.",2016/17,BAHRM01F,BA Human Resource Management FT,Level 4,0.59,Other inc. Private Halls,NW1 5LS,64,58,83
"L=$(^X!?77&1T<+^F""831.",2017/18,BAHRM01F,BA Human Resource Management FT,Level 5,0.59,Other inc. Private Halls,NW1 5LS,57,46,71
"L=+!\V*XAB.)`0/(B\^6""+",2017/18,BAFAS06F,BA Fashion Marketing and Promotion FT,Level 4,1.17,Other inc. Private Halls,HA1 3TP,69,64,80
L=52#6*C>E2G/5I>Y=@8L&,2016/17,BAPIR01F,BA International Relations and Development FT,Level 5,12.58,Other inc. Private Halls,W1B 2HW,15,13,71
L=ESNQM]`H$W<BY5G>ACJ*,2016/17,BMMUS01F,BMus Commercial Music Performance FT,Level 6,1.52,Other inc. Private Halls,HA1 3TP,67,22,55
"L=GU,II;F!%,4/DEU,]?=+",2016/17,BAPIR04F,BA Politics FT,Level 5,6.75,Commuter,W1B 2HW,61,23,68
L=IK1<FMXXB?)!3[1)L.A%,2017/18,BLLAW02F,LLB Law FT,Level 4,3.52,Other inc. Private Halls,W1B 2HW,63,61,74
"L>-ZB$4%NT0@\789:""7'1$",2017/18,BLLAW02F,LLB Law FT,Level 4,0.71,Other inc. Private Halls,W1B 2HW,50,46,74
"L>$VFGLBM\QGA""K@IJM!;-",2016/17,BMMUS01F,BMus Commercial Music Performance FT,Level 5,0.4,Other inc. Private Halls,HA1 3TP,62,17,62
"L>$VFGLBM\QGA""K@IJM!;-",2017/18,BMMUS01F,BMus Commercial Music Performance FT,Level 6,0.4,Other inc. Private Halls,HA1 3TP,63,0,70
L>)8:O`-GJJP)AQ6T958B-,2016/17,BLLAW02F,LLB Law FT,Level 5,6.34,Commuter,W1B 2HW,66,85,97
L>)8:O`-GJJP)AQ6T958B-,2017/18,BLLAW02F,LLB Law FT,Level 6,6.34,Commuter,W1B 2HW,60,54,68
L>/6:WL>%SS<_GU/34TBF!,2017/18,BLLAW02F,LLB Law FT,Level 4,7.15,Commuter,W1B 2HW,49,54,74
"L>/X;.MF(B\RFW'_9>)F&""",2016/17,BAADS04F,BA Fine Art Mixed Media FT,Level 6,0.38,Other inc. Private Halls,HA1 3TP,65,16,90
"L>:/E[CW#PMLH/);@""/,-#",2016/17,BSBIS01F,BSc Business Information Systems FT,Level 5,7.3,Commuter,W1W 6XH,63,63,94
"L>:/E[CW#PMLH/);@""/,-#",2017/18,BSBIS01F,BSc Business Information Systems FT,Level 6,7.3,Commuter,W1W 6XH,62,18,47
L>0CVBT18=%XN2$2.(!D/%,2016/17,BAMRK02F,BA Marketing Communications FT,Level 5,0.32,Commuter,NW1 5LS,59,45,63
L>0CVBT18=%XN2$2.(!D/%,2017/18,BAMRK02F,BA Marketing Communications FT,Level 6,0.32,Commuter,NW1 5LS,59,30,73
L>8O^[15IC&H5*9=`Y#7]-,2016/17,BSBIS01F,BSc Business Information Systems FT,Level 6,11.77,Commuter,W1W 6XH,70,35,53
L>662\A/=/9(D3A?'@.<?#,2016/17,BACRI01F,BA Criminology FT,Level 4,,Unknown,W1B 2HW,36,36,76
L>662\A/=/9(D3A?'@.<?#,2017/18,BAJMC04F,BA Public Relations and Advertising FT,Level 4,7.09,Other inc. Private Halls,HA1 3TP,45,18,86
"L>E'6L?3$/9A%[;L8A)""%'",2016/17,BSPOC01F,BSc Architectural Technology FT,Level 5,3.46,Other inc. Private Halls,NW1 5LS,40,33,53
L>GUO^Z11^*#4GD(\1H-2),2016/17,BAJMC05F,BA Radio and Digital Production FT,Level 5,0.23,Other inc. Private Halls,HA1 3TP,65,45,72
L>GUO^Z11^*#4GD(\1H-2),2017/18,BAJMC05F,BA Radio and Digital Production FT,Level 6,0.23,Other inc. Private Halls,HA1 3TP,67,24,47
L>IL+&HJ028QR135('JXR!,2016/17,BAENG03F,BA English Language and Linguistics FT,Level 6,2.5,Other inc. Private Halls,W1B 2HW,67,37,60
"L>J[""DWT""/+D4DG?4KPV5&",2016/17,BSBMS01F,BSc Biomedical Sciences FT,Level 4,7.25,Commuter,W1W 6XH,65,56,83
"L>J[""DWT""/+D4DG?4KPV5&",2017/18,BSBMS01F,BSc Biomedical Sciences FT,Level 5,7.25,Commuter,W1W 6XH,64,53,83
"L>LD`=XQ+8=;]W'E,L2F3.",2017/18,BSPOC02F,BSc Building Engineering FT,Level 4,11.68,Commuter,NW1 5LS,58,39,50
L>LP]I1QT.@D3!-*[X\!Q$,2017/18,BSBMS01F,BSc Biomedical Sciences FT,Level 4,8.51,Commuter,W1W 6XH,53,67,89
"L>TNP#.F,/X86ENN7J<A$)",2016/17,BSCSS02F,BSc Computer Science FT,Level 6,4.78,Commuter,W1W 6XH,65,25,74
L0!HD4U6<'H^PCB?__98O.,2016/17,BAMRK02F,BA Marketing Communications FT,Level 6,2.33,Other inc. Private Halls,NW1 5LS,55,45,88
L0(*^U_>L@/=[35^Z2CL-(,2016/17,BSBIS01F,BSc Business Information Systems FT,Level 5,1.27,Other inc. Private Halls,W1W 6XH,63,35,94
L0(*^U_>L@/=[35^Z2CL-(,2017/18,BSBIS01F,BSc Business Information Systems FT,Level 6,2.75,Other inc. Private Halls,W1W 6XH,58,29,46
"L0/H:U/ZZ-K!OX_$KP;N#,",2017/18,BABSM06F,BA Business Management FT,Level 4,7.42,Other inc. Private Halls,NW1 5LS,54,45,74
L0?NSP3Z>RT9RF@2C8TO:0,2016/17,BSCSS02F,BSc Computer Science FT,Level 6,27.78,Unknown,W1W 6XH,73,5,94
L0<367.A3$%BQ:IGU(VQ:.,2017/18,BATOE01F,BA Tourism and Events Management FT,Level 4,0.95,Other inc. Private Halls,NW1 5LS,51,29,65
L0C\CV\ILI#.!@K!B'9AH.,2016/17,BAPIR03F,BA Politics and International Relations FT,Level 6,10.07,Commuter,W1B 2HW,64,12,62
"L0O=[D]^1/,G&VX_PF&&/,",2016/17,BABSM06F,BA Business Management FT,Level 4,2.45,Commuter,NW1 5LS,47,30,74
"L0O=[D]^1/,G&VX_PF&&/,",2017/18,BABSM06F,BA Business Management FT,Level 5,2.45,Commuter,NW1 5LS,47,13,75
"L0Y73'Y6T/?%)BI""BM45E&",2016/17,BSFIN01F,BSc Finance FT,Level 5,0.56,Other inc. Private Halls,NW1 5LS,78,57,76
"L0Y73'Y6T/?%)BI""BM45E&",2017/18,BSFIN01F,BSc Finance FT,Level 6,0.56,Other inc. Private Halls,NW1 5LS,82,52,75
L1@1UIVV]-/@R1=UY$B\#),2017/18,BATOE02F,BA Tourism Planning and Management FT,Level 4,7.22,Other inc. Private Halls,NW1 5LS,58,50,74
"L01[+4<$@VM/K,W!(PM,O'",2016/17,BSCON03F,BSc Computer Systems Engineering FT,Level 5,2,Other inc. Private Halls,W1W 6XH,44,24,130
"L1^\4\U![PHH(3D&N[*H,0",2016/17,BALAN07F,BA Translation FT,Level 6,5.05,Other inc. Private Halls,W1B 2HW,64,40,97
L1_27D@%$JBQ_D6Z?1$V8(,2016/17,BSFIN01F,BSc Finance FT,Level 6,7.47,Other inc. Private Halls,NW1 5LS,73,35,90
L1C`Y97UB<2;J?;`^<P%C$,2016/17,BAMRK03F,BA Marketing Management FT,Level 5,6.49,Other inc. Private Halls,NW1 5LS,59,35,63
L1C`Y97UB<2;J?;`^<P%C$,2017/18,BAMRK03F,BA Marketing Management FT,Level 6,6.49,Other inc. Private Halls,NW1 5LS,61,43,87
L1D#M'&T%O?&XDH6.'J&G*,2016/17,BSBMS01F,BSc Biomedical Sciences FT,Level 4,12.3,Unknown,W1W 6XH,60,51,83
L1D#M'&T%O?&XDH6.'J&G*,2017/18,BSBMS01F,BSc Biomedical Sciences FT,Level 5,12.3,Unknown,W1W 6XH,52,18,82
"L1DFHV86<PX#=X,I]GY.>#",2016/17,BASOC01F,BA Sociology FT,Level 6,8.74,Other inc. Private Halls,W1B 2HW,62,50,70
"L1DJ""5;QA764P""BP-""_LG)",2016/17,BAJMC02F,BA Journalism FT,Level 4,0.59,UoW Halls,HA1 3TP,54,41,81
"L1DJ""5;QA764P""BP-""_LG)",2017/18,BAJMC02F,BA Journalism FT,Level 5,51.89,Unknown,HA1 3TP,62,26,75
"L1IWJ.:""@@*BI$+U/)@@['",2017/18,BSPSY02F,BSc Psychology FT,Level 4,3.46,Other inc. Private Halls,W1W 6XH,56,56,71
L1IZL6K7#N8?+(3M6%BUE0,2017/18,BABSM19F,BA Commercial Studies FT,Level 6,11.42,Unknown,NW1 5LS,43,13,81
L1JEVQ9PKMAO1Q[(*7IW3$,2016/17,BSCSS02F,BSc Computer Science FT,Level 5,30.33,Unknown,W1W 6XH,50,11,86
L1JEVQ9PKMAO1Q[(*7IW3$,2017/18,BSCSS02F,BSc Computer Science FT,Level 6,30.33,Unknown,W1W 6XH,49,5,68
L1LO.*W#G^@T&ZREJUMB:',2016/17,BSNUT01F,BSc Human Nutrition FT,Level 4,5.39,Other inc. Private Halls,W1W 6XH,64,74,98
L1LO.*W#G^@T&ZREJUMB:',2017/18,BSNUT01F,BSc Human Nutrition FT,Level 5,5.39,Other inc. Private Halls,W1W 6XH,63,43,80
"L1Z*\P>?""]__&E'[>W-X/0",2017/18,BALAN06F,BA Language and Other Disciplines FT,Level 4,8.86,Commuter,W1B 2HW,71,75,90
"L2""GBY<`#(<L'3CDPZ*1I/",2016/17,BACRI01F,BA Criminology FT,Level 6,2.2,Commuter,W1B 2HW,71,36,48
L2*@N[E#0>N+2\J#BZ;`2),2016/17,BSCSS02F,BSc Computer Science FT,Level 4,3.08,Commuter,W1W 6XH,51,59,74
L2*@N[E#0>N+2\J#BZ;`2),2017/18,BSCSS02F,BSc Computer Science FT,Level 5,3.08,Commuter,W1W 6XH,46,33,69
"L2\7EU^P""HKU-HS""E_L3G,",2016/17,BAJMC01F,BA Digital Media and Communication FT,Level 6,11.67,Other inc. Private Halls,HA1 3TP,64,12,43
L2<$DUYVCJ+%H!2[JJFKH0,2016/17,BSCSS02F,BSc Computer Science FT,Level 5,3.51,Other inc. Private Halls,W1W 6XH,43,23,78
"L2D?X""#,Y3'ISYF>:PDU^'",2017/18,BLLAW02F,LLB Law FT,Level 4,7.39,Commuter,W1B 2HW,56,56,70
"L2GGT`MW-;$>F_H^""9FW+/",2017/18,BSBMS01F,BSc Biomedical Sciences FT,Level 4,3.53,Commuter,W1W 6XH,48,69,93
"L2GQ<V7OX227NPC1PY>P2""",2016/17,BABSM06F,BA Business Management FT,Level 6,8.97,Commuter,NW1 5LS,48,23,91
"L2L>G$F*01M""*OZF4+)E\#",2016/17,BLLAW02F,LLB Law FT,Level 4,4.71,Other inc. Private Halls,W1B 2HW,40,41,100
L2RA31DA^ADOY%+-VZ;\&$,2016/17,BATFM01F,BA Film FT,Level 6,6.15,Other inc. Private Halls,HA1 3TP,64,1,138
L2SE5A4$FX04!L4QCZJ4?.,2016/17,BAARC02F,BA Interior Architecture FT,Level 5,5.15,Commuter,NW1 5LS,0,1,72
L3&)SD([<OOD`>-7%!N.M#,2016/17,BAJMC01F,BA Digital Media and Communication FT,Level 5,6.29,Other inc. Private Halls,HA1 3TP,51,33,83
L3&)SD([<OOD`>-7%!N.M#,2017/18,BAJMC01F,BA Digital Media and Communication FT,Level 6,6.29,Other inc. Private Halls,HA1 3TP,60,25,72
L3&Q*CRXF8L.YM)O$O=.7+,2017/18,BSPOC05F,BSc Property and Planning FT,Level 5,4.14,Other inc. Private Halls,NW1 5LS,56,29,49
L3?7A-85X$HIB4>W'@MQ*#,2017/18,BLLAW02F,LLB Law FT,Level 4,6.37,Commuter,W1B 2HW,56,59,76
"L3?615[2""^REBU6K4W^\_(",2017/18,BAHIS01F,BA History and Politics FT,Level 4,9.85,Commuter,W1B 2HW,,48,59
"L3@Y/MA>A[:7:VU[?:],K/",2016/17,BAPHT01F,BA Contemporary Media Practice FT,Level 5,5.37,Other inc. Private Halls,HA1 3TP,16,3,79
L3[`NQNOO2I+1\F;QCM;N+,2017/18,BAJMC02F,BA Journalism FT,Level 4,2.22,UoW Halls,HA1 3TP,61,18,81
"L3\27`Q?^K1P<,3J!:Z6O#",2016/17,BAFAS01F,BA Fashion Buying Management FT,Level 6,71.95,Unknown,HA1 3TP,69,6,65
L3^OCIT2&N;?AI4C0X@FV-,2016/17,BSPSY02F,BSc Psychology FT,Level 4,8.95,Commuter,W1W 6XH,40,80,97
"L3_64P,<)CXM;F!>)TTLR,",2017/18,BSBIO02F,BSc Biological Sciences FT,Level 4,10.19,Other inc. Private Halls,W1W 6XH,48,68,89
L3G!W3@'SMO4C=&KPY0\50,2016/17,BSFIN01F,BSc Finance FT,Level 6,1.44,Other inc. Private Halls,NW1 5LS,70,65,88
L3MKHR05$'5D1:8W245!C$,2016/17,BABSM07F,BA International Business FT,Level 5,3.17,Other inc. Private Halls,NW1 5LS,58,50,115
"L4-?_T%1<%-EV%H$'Y:""#.",2017/18,BABSM06F,BA Business Management FT,Level 6,41.49,Unknown,NW1 5LS,52,29,72
"L4-<1C9B,1&O7J<O$3:?^""",2017/18,BLLAW02F,LLB Law FT,Level 4,7.54,Commuter,W1B 2HW,65,65,72
L4-AH5UF;PG4_Y/_0)Z0G$,2016/17,BABSM06F,BA Business Management FT,Level 4,2.53,Other inc. Private Halls,NW1 5LS,56,70,88
L4-AH5UF;PG4_Y/_0)Z0G$,2017/18,BABSM06F,BA Business Management FT,Level 5,2.16,Other inc. Private Halls,NW1 5LS,61,67,87
"L4-D>4/""6_SD6CL1`S37Q""",2016/17,BACRI02F,BA Sociology and Criminology FT,Level 5,8.09,Commuter,W1B 2HW,53,36,55
"L4-D>4/""6_SD6CL1`S37Q""",2017/18,BACRI02F,BA Sociology and Criminology FT,Level 6,8.09,Commuter,W1B 2HW,57,30,48
"L04'H^%G#@!#]0E]*,#""#0",2016/17,BAMRK02F,BA Marketing Communications FT,Level 4,7.89,Commuter,NW1 5LS,70,65,72
"L04'H^%G#@!#]0E]*,#""#0",2017/18,BAMRK02F,BA Marketing Communications FT,Level 5,7.89,Commuter,NW1 5LS,69,56,74
"L4""LHJI>[<Z34`]%8N,Y\,",2016/17,BABSM06F,BA Business Management FT,Level 4,1.47,Other inc. Private Halls,NW1 5LS,36,34,76
"L4%8*?OD+`8#IH#;-'U"";0",2016/17,BABSM06F,BA Business Management FT,Level 4,1.81,Other inc. Private Halls,NW1 5LS,50,39,75
"L4%8*?OD+`8#IH#;-'U"";0",2017/18,BABSM06F,BA Business Management FT,Level 5,5.83,Other inc. Private Halls,NW1 5LS,41,29,77
"L4.#=^%?Q4.PA^SNBRL,\$",2016/17,BSPOC07F,BSc Real Estate FT,Level 6,18.12,Unknown,NW1 5LS,67,38,61
"L4:LJJD""-WTGQ""2QE/44!.",2017/18,BAFAS06F,BA Fashion Marketing and Promotion FT,Level 4,2.22,UoW Halls,HA1 3TP,62,28,80
L4;._BXM.FGG4ZA(WR2_S(,2016/17,BABSM06F,BA Business Management FT,Level 6,2.43,Other inc. Private Halls,NW1 5LS,71,62,89
L4?$'ZP:@.+-K$7[Y<P^N.,2016/17,BABSM06F,BA Business Management FT,Level 4,12.83,Unknown,NW1 5LS,68,31,74
L4?$'ZP:@.+-K$7[Y<P^N.,2017/18,BABSM06F,BA Business Management FT,Level 5,12.83,Unknown,NW1 5LS,66,28,76
"L4@>#K81F-6G4P&<:""JN>%",2016/17,BAFAS03F,BA Fashion Merchandise Management FT,Level 4,0.59,UoW Halls,HA1 3TP,58,27,72
"L4^6,*'^EO)]R)=')(N09.",2016/17,BMMUS01F,BMus Commercial Music Performance FT,Level 6,0.83,Other inc. Private Halls,HA1 3TP,53,0,54
L4+R?`0+/6<*#(N6:U]@(),2016/17,BLLAW02F,LLB Law FT,Level 5,2.97,Other inc. Private Halls,W1B 2HW,10,15,118
"L4B.#)%NSYR#6M!-.G6,H/",2017/18,BLLAW02F,LLB Law FT,Level 4,27.31,Unknown,W1B 2HW,61,52,82
L4F_(;)3@^E\HV3E>EEZJ(,2016/17,BATFM01F,BA Film FT,Level 4,0.59,UoW Halls,HA1 3TP,63,29,84
L4F_(;)3@^E\HV3E>EEZJ(,2017/18,BATFM01F,BA Film FT,Level 5,0.63,Other inc. Private Halls,HA1 3TP,67,20,93
"L4H^G+""`_P&J8(HI&:@[L/",2017/18,BAFAS03F,BA Fashion Merchandise Management FT,Level 6,5.32,Other inc. Private Halls,HA1 3TP,62,16,44
"L4Z]6CV0T.CG3C"">PX]YN$",2016/17,BAHIS03F,BA History FT,Level 4,4.65,Commuter,W1B 2HW,59,41,69
"L4Z]6CV0T.CG3C"">PX]YN$",2017/18,BAHIS03F,BA History FT,Level 5,4.65,Commuter,W1B 2HW,63,33,79
"L5'""=XT$/9K#-<VH6W*5N#",2016/17,BSCSS02F,BSc Computer Science FT,Level 4,6.61,Commuter,W1W 6XH,87,69,74
"L5'""=XT$/9K#-<VH6W*5N#",2017/18,BSCSS02F,BSc Computer Science FT,Level 5,6.61,Commuter,W1W 6XH,83,53,59
"L5!:DJ'YK""QMA)3PDM$4*)",2017/18,BLLAW02F,LLB Law FT,Level 4,11.98,Commuter,W1B 2HW,63,60,83
"L5#V>$6`C,MY/Z6/\2XNX0",2016/17,BSBMS01F,BSc Biomedical Sciences FT,Level 4,6.9,Commuter,W1W 6XH,71,80,96
"L5#V>$6`C,MY/Z6/\2XNX0",2017/18,BSBMS01F,BSc Biomedical Sciences FT,Level 5,6.9,Commuter,W1W 6XH,61,50,83
"L5%:G$,CB+'I2-09EH:C\%",2017/18,BSELE01F,BSc Electronic Engineering FT,Level 4,6.67,Commuter,W1W 6XH,25,27,126
"L5(UZ#%=%:O53,X26CF60(",2017/18,BMMUS01F,BMus Commercial Music Performance FT,Level 4,0.59,UoW Halls,HA1 3TP,62,29,65
"L5@E8Z6T77SK""O+B!N/#'*",2016/17,BABSM07F,BA International Business FT,Level 5,7.25,Commuter,NW1 5LS,55,41,115
"L5@E8Z6T77SK""O+B!N/#'*",2017/18,BABSM07F,BA International Business FT,Level 6,7.25,Commuter,NW1 5LS,57,37,68
"L5<4_8-OC>Q(4CP\=P$J""""",2016/17,BAFAS02F,BA Fashion Design FT,Level 4,13.97,Commuter,HA1 3TP,62,0,120
"L5<4_8-OC>Q(4CP\=P$J""""",2017/18,BAFAS02F,BA Fashion Design FT,Level 5,13.97,Commuter,HA1 3TP,64,0,147
"L5>-5BJ<L:!FO[;DQ,8K>,",2016/17,BSBIO02F,BSc Biological Sciences FT,Level 5,7.51,Commuter,W1W 6XH,48,39,90
"L5>-5BJ<L:!FO[;DQ,8K>,",2017/18,BSBIO02F,BSc Biological Sciences FT,Level 6,7.51,Commuter,W1W 6XH,60,28,80
"L5AO=""N""$Z1JZ\""XC5QM\#",2016/17,BLLAW02F,LLB Law FT,Level 6,12.54,Unknown,W1B 2HW,63,47,86
"L5G?,,K[J%CGFOP-&<V/1&",2016/17,BSCSS02F,BSc Computer Science FT,Level 5,21.55,Unknown,W1W 6XH,84,29,85
